City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Bandarbeyla,9.4942,50.8122,73.18,70,38,19.69,SO,2021-01-08 00:43:31
293,Waipawa,-41.4122,175.5153,60.8,94,90,17.27,NZ,2021-01-08 00:43:31
294,Bereda,43.2686,-7.5406,32.0,100,24,1.99,ES,2021-01-08 00:43:31
295,Chuy,-33.6971,-53.4616,66.79,85,0,2.62,UY,2021-01-08 00:39:45
296,Grand Gaube,-20.0064,57.6608,73.0,76,0,4.0,MU,2021-01-08 00:43:31
297,Vanderhoof,54.0166,-124.0198,23.45,96,99,5.03,CA,2021-01-08 00:43:32
298,Antofagasta,-23.65,-70.4,68.0,73,20,9.22,CL,2021-01-08 00:43:32
299,Esil,51.9556,66.4042,-16.51,80,0,3.6,KZ,2021-01-08 00:43:32
300,Goderich,43.7501,-81.7165,26.6,80,58,5.75,CA,2021-01-08 00:43:32
301,Kalmunai,7.4167,81.8167,76.87,89,48,5.14,LK,2021-01-08 00:43:32
302,Mecca,21.4267,39.8261,73.15,69,0,5.44,SA,2021-01-08 00:43:33
303,Buala,-8.145,159.5921,82.96,77,100,8.55,SB,2021-01-08 00:43:33
304,Qeshm,26.9581,56.2719,57.2,23,0,6.91,IR,2021-01-08 00:43:33
305,Kangaatsiaq,68.3065,-53.4641,7.54,93,100,7.67,GL,2021-01-08 00:43:33
306,Sabzevar,36.2126,57.6819,31.15,68,0,5.39,IR,2021-01-08 00:43:34
307,Jiwani,25.05,61.7417,56.01,36,0,28.12,PK,2021-01-08 00:43:34
308,Paita,-5.0892,-81.1144,69.67,84,99,15.73,PE,2021-01-08 00:43:34
309,Constitucion,-35.3333,-72.4167,56.89,76,11,13.91,CL,2021-01-08 00:40:56
310,Barra Patuca,15.8,-84.2833,74.7,75,0,6.4,HN,2021-01-08 00:43:34
311,Mwene-Ditu,-7.0,23.45,64.11,99,100,7.74,CD,2021-01-08 00:43:35
312,Chipinge,-20.1883,32.6236,66.33,100,100,2.82,ZW,2021-01-08 00:43:35
313,Aberdeen,57.1437,-2.0981,33.8,86,100,10.36,GB,2021-01-08 00:43:36
314,Skaelskor,55.2506,11.2935,34.0,93,95,9.1,DK,2021-01-08 00:43:36
315,Nicoya,10.1483,-85.452,80.6,74,40,4.61,CR,2021-01-08 00:43:36
316,Awjilah,29.1081,21.2869,52.7,74,23,2.1,LY,2021-01-08 00:43:38
317,Svetlogorsk,52.6333,29.7333,34.27,98,100,5.06,BY,2021-01-08 00:43:38
318,Tyachiv,48.0118,23.5706,34.0,93,75,1.14,UA,2021-01-08 00:43:38
319,Talnakh,69.4865,88.3972,-12.32,88,100,15.12,RU,2021-01-08 00:43:39
320,Bac Lieu,9.285,105.7244,78.3,76,100,18.14,VN,2021-01-08 00:43:39
321,Avera,33.194,-82.5271,42.8,89,90,9.22,US,2021-01-08 00:43:39
322,Lata,40.1629,-8.3327,42.01,70,0,3.44,PT,2021-01-08 00:43:39
323,Sao Felix Do Xingu,-6.6447,-51.995,76.84,71,0,2.55,BR,2021-01-08 00:43:40
324,Erenhot,43.6475,111.9767,-10.3,86,0,11.65,CN,2021-01-08 00:43:40
325,Sorland,67.667,12.6934,33.84,88,100,16.02,NO,2021-01-08 00:43:40
326,Torata,-17.0769,-70.8433,56.75,74,100,0.92,PE,2021-01-08 00:43:40
327,Gao,16.6362,1.637,75.16,18,0,12.57,ML,2021-01-08 00:43:40
328,Moose Factory,51.2585,-80.6094,-0.4,85,1,2.3,CA,2021-01-08 00:43:41
329,Hambantota,6.1241,81.1185,71.6,100,20,1.14,LK,2021-01-08 00:43:41
330,Upernavik,72.7868,-56.1549,-5.04,93,94,6.31,GL,2021-01-08 00:43:41
331,Chipata,-13.6333,32.65,65.75,91,100,3.33,ZM,2021-01-08 00:43:41
332,Kungurtug,50.5994,97.5228,-20.79,81,33,0.87,RU,2021-01-08 00:43:42
333,Killam,52.7834,-111.8518,17.6,86,0,2.3,CA,2021-01-08 00:43:42
334,Hokitika,-42.7167,170.9667,67.23,75,5,11.21,NZ,2021-01-08 00:43:42
335,La Tuque,47.4334,-72.7824,23.0,86,0,11.5,CA,2021-01-08 00:43:42
336,Abu Dhabi,24.4667,54.3667,59.0,58,0,2.3,AE,2021-01-08 00:43:42
337,Ancona,43.55,13.1667,42.8,100,75,6.91,IT,2021-01-08 00:43:43
338,Okahandja,-21.9833,16.9167,68.0,64,100,3.44,NA,2021-01-08 00:43:43
339,Suntar,62.1444,117.6319,6.89,94,100,6.46,RU,2021-01-08 00:43:43
340,Mokhsogollokh,61.4681,128.9203,-32.33,84,100,4.12,RU,2021-01-08 00:43:43
341,Binzhou,37.3667,118.0167,11.26,58,0,7.83,CN,2021-01-08 00:43:44
342,Half Moon Bay,37.4636,-122.4286,57.99,72,1,4.61,US,2021-01-08 00:43:44
343,Bridlington,54.0831,-0.1919,34.0,89,100,3.0,GB,2021-01-08 00:43:44
344,Maragogi,-9.0122,-35.2225,77.76,81,7,8.75,BR,2021-01-08 00:43:45
345,Lavrentiya,65.5833,-171.0,-12.59,84,0,4.68,RU,2021-01-08 00:43:45
346,Bocas Del Toro,9.3333,-82.25,63.0,88,42,4.76,PA,2021-01-08 00:43:45
347,Balakhta,55.38,91.6,-16.17,88,94,0.94,RU,2021-01-08 00:43:45
348,Suicheng,33.8963,117.9331,20.25,61,0,7.87,CN,2021-01-08 00:43:46
349,Nhulunbuy,-12.2333,136.7667,87.8,70,75,6.91,AU,2021-01-08 00:43:46
350,Necochea,-38.5473,-58.7368,63.0,87,7,10.4,AR,2021-01-08 00:43:46
351,Viedma,-40.8135,-62.9967,60.01,76,0,15.17,AR,2021-01-08 00:43:47
352,Marsh Harbour,26.5412,-77.0636,71.73,67,26,13.69,BS,2021-01-08 00:43:47
353,Tautira,-17.7333,-149.15,84.2,65,40,4.61,PF,2021-01-08 00:43:47
354,Geraldton,-28.7667,114.6,98.6,12,21,21.85,AU,2021-01-08 00:43:47
355,Verkhoyansk,67.5447,133.385,-22.45,83,97,2.26,RU,2021-01-08 00:43:47
356,Yevpatoriya,45.1972,33.3558,46.11,75,100,5.37,UA,2021-01-08 00:43:48
357,Waw,7.7029,27.9953,70.23,29,12,5.59,SS,2021-01-08 00:43:48
358,Vidim,56.4088,103.1106,-15.02,88,100,5.57,RU,2021-01-08 00:43:48
359,Moron,-34.6534,-58.6198,84.0,38,0,5.61,AR,2021-01-08 00:43:48
360,Brigantine,39.4101,-74.3646,37.99,60,1,6.91,US,2021-01-08 00:41:22
361,Puri,19.8,85.85,66.2,94,40,1.36,IN,2021-01-08 00:43:49
362,Salcininkai,54.3,25.3833,30.99,100,90,3.44,LT,2021-01-08 00:43:49
363,Marawi,7.9986,124.2928,77.0,87,100,8.01,PH,2021-01-08 00:43:49
364,Saldanha,-33.0117,17.9442,60.8,82,0,8.05,ZA,2021-01-08 00:43:49
365,Arlit,18.7369,7.3853,71.78,21,0,4.09,NE,2021-01-08 00:43:50
366,Vondrozo,-22.8167,47.2833,68.49,100,58,0.87,MG,2021-01-08 00:43:50
367,Lompoc,34.6391,-120.4579,61.0,63,1,10.36,US,2021-01-08 00:43:50
368,Bathsheba,13.2167,-59.5167,78.8,73,40,17.27,BB,2021-01-08 00:43:50
369,San Francisco,37.7749,-122.4194,57.2,72,75,5.75,US,2021-01-08 00:41:41
370,Blackwater,-23.5833,148.8833,82.76,60,88,13.94,AU,2021-01-08 00:43:51
371,Saint-Denis,48.9167,2.3333,36.0,93,74,3.44,FR,2021-01-08 00:43:51
372,Isangel,-19.55,169.2667,87.8,74,75,9.22,VU,2021-01-08 00:43:51
373,Mujiayingzi,42.1167,118.7833,-15.68,78,0,8.79,CN,2021-01-08 00:43:52
374,Newport,51.5877,-2.9984,34.0,97,69,4.16,GB,2021-01-08 00:41:48
375,Soyo,-6.1349,12.3689,77.22,83,100,7.2,AO,2021-01-08 00:43:52
376,Kedainiai,55.2883,23.9747,32.0,93,75,5.44,LT,2021-01-08 00:43:52
377,Shitanjing,39.2342,106.3439,1.98,53,0,5.86,CN,2021-01-08 00:43:01
378,Karratha,-20.7377,116.8463,91.72,49,78,5.64,AU,2021-01-08 00:43:53
379,Vila Velha,-20.3297,-40.2925,78.8,78,0,9.22,BR,2021-01-08 00:43:15
380,Ereymentau,51.6199,73.1033,-26.34,87,13,2.89,KZ,2021-01-08 00:43:53
381,Khani,41.9563,42.9566,42.8,36,0,5.75,GE,2021-01-08 00:43:54
382,Saint-Augustin,51.226,-58.6502,39.43,85,100,23.98,CA,2021-01-08 00:43:54
383,Port-Gentil,-0.7193,8.7815,78.78,85,100,12.95,GA,2021-01-08 00:43:54
384,Mehamn,71.0357,27.8492,21.94,90,21,14.9,NO,2021-01-08 00:43:54
385,Kroya,-7.6331,109.2461,80.74,78,98,4.16,ID,2021-01-08 00:43:55
386,Lake Havasu City,34.4839,-114.3224,66.2,14,1,6.91,US,2021-01-08 00:43:55
387,Meulaboh,4.1363,96.1285,77.45,86,11,4.83,ID,2021-01-08 00:43:02
388,Belaya Gora,68.5333,146.4167,-14.33,89,100,3.02,RU,2021-01-08 00:43:55
389,Plettenberg Bay,-34.0527,23.3716,70.16,85,99,8.43,ZA,2021-01-08 00:43:55
390,Dunedin,-45.8742,170.5036,58.62,63,0,14.2,NZ,2021-01-08 00:43:56
391,Xining,36.6167,101.7667,4.57,73,0,1.52,CN,2021-01-08 00:43:56
392,Neiafu,-18.65,-173.9833,82.4,65,75,5.75,TO,2021-01-08 00:43:57
393,General Roca,-39.0333,-67.5833,80.6,22,0,3.44,AR,2021-01-08 00:43:57
394,Sydney,-33.8679,151.2073,70.0,68,75,17.27,AU,2021-01-08 00:43:48
395,Katherine,-14.4667,132.2667,87.8,66,100,3.44,AU,2021-01-08 00:43:57
396,Kundiawa,-6.0167,144.9667,76.1,60,100,2.28,PG,2021-01-08 00:43:57
397,Bitung,1.4451,125.1824,78.8,89,20,2.3,ID,2021-01-08 00:43:58
398,Portland,45.5234,-122.6762,50.0,66,1,5.75,US,2021-01-08 00:43:16
399,Lar,26.2039,83.9717,57.78,78,0,6.44,IN,2021-01-08 00:43:58
400,Hervey Bay,-25.2986,152.8535,73.99,91,79,8.99,AU,2021-01-08 00:43:59
401,Formosa,-26.1775,-58.1781,78.8,94,0,3.8,AR,2021-01-08 00:40:28
402,Sinegorskiy,48.0139,40.8447,40.44,89,100,17.25,RU,2021-01-08 00:43:59
403,Havre,49.5833,0.3333,39.2,65,0,9.22,FR,2021-01-08 00:43:59
404,Kendari,-3.945,122.4989,80.83,82,100,3.13,ID,2021-01-08 00:43:59
405,San Andres,12.5847,-81.7006,78.8,83,75,6.91,CO,2021-01-08 00:44:00
406,Manokwari,-0.8667,134.0833,82.67,72,99,2.8,ID,2021-01-08 00:44:00
407,Skjervoy,70.0311,20.9714,26.55,88,64,13.42,NO,2021-01-08 00:44:00
408,Cockburn Town,21.4612,-71.1419,75.2,73,40,5.75,TC,2021-01-08 00:44:00
409,Takoradi,4.8845,-1.7554,79.18,87,12,8.5,GH,2021-01-08 00:44:01
410,Nantucket,41.2835,-70.0995,35.01,69,1,6.91,US,2021-01-08 00:44:01
411,Haines Junction,60.7522,-137.5108,18.46,94,100,3.13,CA,2021-01-08 00:44:01
412,Naze,28.3667,129.4833,50.0,76,75,11.5,JP,2021-01-08 00:44:01
413,Olafsvik,64.8945,-23.7142,41.88,93,100,26.57,IS,2021-01-08 00:44:02
414,Roquetas De Mar,36.7642,-2.6148,48.2,87,75,6.91,ES,2021-01-08 00:44:02
415,Andapa,-14.65,49.65,67.8,91,33,2.06,MG,2021-01-08 00:44:03
416,Flinders,-34.5833,150.8552,70.0,56,75,11.5,AU,2021-01-08 00:44:03
417,Namibe,-15.1961,12.1522,70.83,81,77,10.13,AO,2021-01-08 00:44:03
418,Qaqortoq,60.7167,-46.0333,35.6,93,90,4.61,GL,2021-01-08 00:44:03
419,Sioux Falls,43.55,-96.7003,28.4,93,90,4.61,US,2021-01-08 00:44:04
420,Quatre Cocos,-20.2078,57.7625,75.2,69,20,4.61,MU,2021-01-08 00:44:04
421,Kaduna,10.5222,7.4383,70.5,21,100,6.64,NG,2021-01-08 00:44:04
422,Raudeberg,61.9875,5.1352,35.01,75,84,11.39,NO,2021-01-08 00:44:04
423,Saint-Francois,46.4154,3.9054,34.0,93,75,2.3,FR,2021-01-08 00:44:05
424,Busayra,30.7376,35.6078,48.06,49,0,9.1,JO,2021-01-08 00:44:05
425,Maldonado,-34.6667,-54.9167,73.4,60,0,4.61,UY,2021-01-08 00:44:05
426,Kenai,60.5544,-151.2583,34.0,59,20,21.85,US,2021-01-08 00:44:06
427,Sangin,32.0728,64.8359,30.72,86,0,2.1,AF,2021-01-08 00:44:06
428,Rocha,-34.4833,-54.3333,67.55,54,0,3.96,UY,2021-01-08 00:44:06
429,Vizinga,61.0749,50.1031,2.91,94,99,3.49,RU,2021-01-08 00:44:07
430,Bondo,3.8146,23.6866,70.93,43,100,2.55,CD,2021-01-08 00:44:07
431,Antequera,37.0194,-4.5612,51.8,100,90,6.91,ES,2021-01-08 00:44:07
432,Ishim,56.1128,69.4902,-11.85,89,100,4.79,RU,2021-01-08 00:44:07
433,Kardailovo,51.5386,53.9042,18.07,97,100,11.79,RU,2021-01-08 00:44:07
434,Filadelfia,39.9523,-75.1638,37.99,52,1,11.5,US,2021-01-08 00:43:22
435,Vao,-22.6667,167.4833,79.11,87,100,19.6,NC,2021-01-08 00:44:08
436,Chamrajnagar,11.9167,76.95,68.7,93,63,3.53,IN,2021-01-08 00:44:09
437,Terrace,54.5163,-128.6035,33.8,100,90,2.3,CA,2021-01-08 00:44:09
438,Ambilobe,-13.2,49.05,72.82,91,0,1.88,MG,2021-01-08 00:44:10
439,Thunder Bay,48.4001,-89.3168,28.99,93,75,2.3,CA,2021-01-08 00:43:22
440,Alofi,-19.0595,-169.9187,86.0,70,75,11.5,NU,2021-01-08 00:44:11
441,Shurugwi,-19.6702,30.0059,62.87,100,100,8.25,ZW,2021-01-08 00:44:11
442,Gonda,27.1333,81.9333,55.06,75,0,6.67,IN,2021-01-08 00:44:11
443,Nemuro,43.3236,145.575,24.8,93,90,19.57,JP,2021-01-08 00:44:11
444,Hendek,40.7994,30.7481,44.6,93,0,2.3,TR,2021-01-08 00:44:11
445,Cherepanovo,54.2222,83.381,-14.78,90,96,6.62,RU,2021-01-08 00:44:12
446,Dwarka,22.2394,68.9678,66.45,50,0,16.33,IN,2021-01-08 00:44:12
447,Okhotsk,59.3833,143.3,-20.51,78,20,12.26,RU,2021-01-08 00:44:12
448,Borzya,50.3833,116.5167,-16.38,85,30,8.16,RU,2021-01-08 00:44:13
449,Wanning,18.8003,110.3967,57.02,87,100,18.61,CN,2021-01-08 00:44:13
450,Alta Floresta,-9.8756,-56.0861,75.15,78,54,2.24,BR,2021-01-08 00:44:13
451,Hirara,24.8,125.2833,53.6,76,75,16.11,JP,2021-01-08 00:44:13
452,Baruun-Urt,46.6806,113.2792,-14.8,83,0,7.54,MN,2021-01-08 00:44:14
453,Amapa,1.0,-52.0,72.81,94,100,2.3,BR,2021-01-08 00:44:14
454,Harindanga,22.0383,88.3214,68.0,88,0,6.91,IN,2021-01-08 00:44:14
455,Payo,-3.7508,103.6372,76.86,89,99,2.01,ID,2021-01-08 00:44:14
456,Toronto,43.7001,-79.4163,30.2,64,2,9.31,CA,2021-01-08 00:42:31
457,Trstenik,43.6169,21.0025,41.0,100,90,10.36,RS,2021-01-08 00:44:15
458,Gillette,44.2911,-105.5022,32.0,64,90,5.75,US,2021-01-08 00:44:15
459,Knysna,-34.0363,23.0471,69.8,83,90,8.05,ZA,2021-01-08 00:44:15
460,Abu Samrah,35.3029,37.1841,50.5,61,85,4.43,SY,2021-01-08 00:44:15
461,Jinji,23.2281,110.8261,38.82,69,96,8.93,CN,2021-01-08 00:44:16
462,Ostrowiec Swietokrzyski,50.9294,21.3853,33.01,83,5,3.0,PL,2021-01-08 00:44:16
463,Stony Plain,53.5334,-114.0021,25.0,79,1,2.3,CA,2021-01-08 00:44:16
464,Punta Alta,-38.8759,-62.0736,66.29,65,0,14.56,AR,2021-01-08 00:44:23
465,Souillac,-20.5167,57.5167,75.2,69,20,4.61,MU,2021-01-08 00:44:24
466,Andra,62.5147,65.8878,-6.9,91,90,6.31,RU,2021-01-08 00:44:24
467,Guaira,-20.3183,-48.3106,72.52,90,100,2.26,BR,2021-01-08 00:44:24
468,Westport,41.1415,-73.3579,33.8,55,1,13.8,US,2021-01-08 00:43:57
469,Kidal,18.4411,1.4078,75.07,17,0,10.38,ML,2021-01-08 00:44:24
470,Dzerzhinskoye,56.8344,95.2283,-18.13,82,0,3.83,RU,2021-01-08 00:44:25
471,Watertown,42.3709,-71.1828,35.01,55,1,10.36,US,2021-01-08 00:40:04
472,Zhuhai,22.2769,113.5678,46.99,71,40,28.77,CN,2021-01-08 00:43:30
473,Saravan,39.7196,45.6483,19.4,93,90,4.61,AM,2021-01-08 00:44:25
474,Salym,60.0625,71.4789,-8.9,87,100,7.11,RU,2021-01-08 00:44:26
475,Coihaique,-45.5752,-72.0662,55.4,54,75,4.61,CL,2021-01-08 00:44:26
476,Cotonou,6.3654,2.4183,80.6,94,20,10.36,BJ,2021-01-08 00:44:26
477,Along,28.1667,94.7667,51.98,77,1,1.43,IN,2021-01-08 00:44:26
478,Khandbari,27.3747,87.2039,52.02,51,95,2.13,NP,2021-01-08 00:44:26
479,Bosaso,11.2842,49.1816,70.86,59,0,7.0,SO,2021-01-08 00:44:27
480,Hami,42.8,93.45,8.8,63,56,5.48,CN,2021-01-08 00:44:27
481,Alyangula,-13.8483,136.4192,89.6,66,40,3.44,AU,2021-01-08 00:44:27
482,Pedra Azul,-16.0053,-41.2972,67.89,75,0,3.24,BR,2021-01-08 00:44:27
483,Reyes,-14.3167,-67.3833,71.4,89,14,2.17,BO,2021-01-08 00:44:27
484,Carutapera,-1.195,-46.02,79.32,82,0,6.8,BR,2021-01-08 00:44:28
485,At-Bashi,41.1702,75.8106,-0.96,78,82,1.19,KG,2021-01-08 00:44:29
486,Winnemucca,40.973,-117.7357,42.8,49,1,6.91,US,2021-01-08 00:44:29
487,Mazurivka,49.2745,24.2123,28.4,93,75,4.47,UA,2021-01-08 00:44:30
488,Bataipora,-22.2953,-53.2711,72.91,91,100,2.71,BR,2021-01-08 00:44:30
489,Khotyn,48.4833,26.5,32.0,93,0,5.99,UA,2021-01-08 00:44:30
490,Somerset,40.5668,-74.5496,34.0,60,1,10.36,US,2021-01-08 00:44:31
491,Tianpeng,30.9866,103.9393,37.99,1,16,1.9,CN,2021-01-08 00:44:31
492,Lagoa Santa,-19.6272,-43.8897,68.0,94,75,4.61,BR,2021-01-08 00:44:32
493,Muroto,33.2833,134.15,30.2,43,20,2.3,JP,2021-01-08 00:44:32
494,Mindelo,16.8901,-24.9804,73.4,73,20,16.11,CV,2021-01-08 00:44:32
495,Muros,42.7762,-9.0603,37.0,91,1,5.01,ES,2021-01-08 00:44:32
496,Ust-Tsilma,65.441,52.1498,-6.16,91,12,2.91,RU,2021-01-08 00:44:32
497,Zhigansk,66.7697,123.3711,-32.39,83,100,13.53,RU,2021-01-08 00:44:33
498,Kavaratti,10.5669,72.642,81.7,71,84,1.68,IN,2021-01-08 00:44:33
499,Cayenne,4.9333,-52.3333,75.2,100,0,2.3,GF,2021-01-08 00:39:40
500,La Asuncion,11.0333,-63.8628,77.56,88,93,12.62,VE,2021-01-08 00:40:36
501,Ballina,-28.8667,153.5667,75.2,64,75,13.8,AU,2021-01-08 00:40:20
502,Broken Hill,-31.95,141.4333,82.4,34,3,9.22,AU,2021-01-08 00:44:35
503,Poso,-1.3959,120.7524,77.29,82,100,4.52,ID,2021-01-08 00:44:35
504,Mangrol,21.1167,70.1167,62.55,51,0,17.22,IN,2021-01-08 00:44:35
505,Salinas,36.6777,-121.6555,66.2,48,1,3.44,US,2021-01-08 00:44:36
506,Surt,31.2089,16.5887,65.89,44,100,11.14,LY,2021-01-08 00:44:36
507,Bratsk,56.1325,101.6142,-7.6,77,40,11.18,RU,2021-01-08 00:44:36
508,Yamada,39.4667,141.95,26.28,82,1,20.51,JP,2021-01-08 00:44:36
509,Severnoye,56.3491,78.3619,-12.96,87,69,4.5,RU,2021-01-08 00:44:37
510,Soyaniquilpan,19.9833,-99.5,51.73,75,80,2.53,MX,2021-01-08 00:44:37
511,Ponta Delgada,37.7333,-25.6667,53.6,62,20,14.97,PT,2021-01-08 00:44:37
512,Kijang,35.2442,129.2139,14.0,41,20,9.22,KR,2021-01-08 00:44:28
513,Owando,-0.4819,15.8999,71.53,96,100,3.36,CG,2021-01-08 00:44:37
514,Benjamin Hill,30.1667,-111.1,63.54,26,0,6.93,MX,2021-01-08 00:44:38
515,Zaozhuang,34.8647,117.5542,17.04,57,0,5.19,CN,2021-01-08 00:42:07
516,Homer,59.6425,-151.5483,39.2,75,1,8.05,US,2021-01-08 00:44:38
517,Mackay,-21.15,149.2,80.6,89,75,14.97,AU,2021-01-08 00:44:39
518,Ossora,59.2353,163.0719,-6.83,81,3,4.7,RU,2021-01-08 00:44:39
519,El Dorado,38.7666,-120.5177,48.99,46,100,6.17,US,2021-01-08 00:44:39
520,Laguna,38.421,-121.4238,52.0,81,75,5.75,US,2021-01-08 00:40:49
521,Zambezi,-13.5432,23.1047,66.36,96,100,5.73,ZM,2021-01-08 00:44:39
522,Zvishavane,-20.3267,30.0665,67.17,95,100,7.25,ZW,2021-01-08 00:44:40
523,Pangai,-19.8,-174.35,84.2,79,75,18.41,TO,2021-01-08 00:44:40
524,Soe,-9.8607,124.284,77.07,83,40,2.89,ID,2021-01-08 00:44:40
525,Krasnoturinsk,59.7666,60.2086,-3.05,93,100,3.2,RU,2021-01-08 00:44:40
526,Akureyri,65.6835,-18.0878,26.6,93,90,23.02,IS,2021-01-08 00:44:40
527,Tabou,4.423,-7.3528,78.46,86,7,7.49,CI,2021-01-08 00:44:41
528,Liverpool,53.4106,-2.9779,35.6,93,90,4.61,GB,2021-01-08 00:40:55
529,Khandyga,62.6667,135.6,-45.87,76,58,2.48,RU,2021-01-08 00:44:41
530,Wangqing,43.3218,129.7634,-9.98,69,51,8.55,CN,2021-01-08 00:44:41
531,Andros,37.8333,24.9333,61.0,77,79,5.99,GR,2021-01-08 00:44:42
532,Assai,-23.3733,-50.8414,73.4,100,90,6.91,BR,2021-01-08 00:44:42
533,Indaparapeo,19.7833,-100.9667,66.2,39,40,5.75,MX,2021-01-08 00:43:52
534,Tsabong,-26.0217,22.401,76.57,64,81,8.86,BW,2021-01-08 00:44:42
535,Puerto Ayacucho,5.6639,-67.6236,75.81,91,100,4.5,VE,2021-01-08 00:44:42
536,Alvaraes,-3.2208,-64.8042,74.55,95,100,1.16,BR,2021-01-08 00:44:43
537,Kongwa,-6.2,36.4167,65.21,93,1,2.57,TZ,2021-01-08 00:44:43
538,Sinnamary,5.3833,-52.95,78.15,87,100,11.43,GF,2021-01-08 00:44:43
539,Ryotsu,38.0833,138.4333,28.4,93,90,23.02,JP,2021-01-08 00:44:43
540,Anadyr,64.75,177.4833,-20.0,76,0,6.71,RU,2021-01-08 00:44:43
541,Natal,-5.795,-35.2094,80.6,74,40,13.8,BR,2021-01-08 00:44:01
542,Zhoucheng,35.9122,116.3117,16.0,1,0,4.18,CN,2021-01-08 00:44:44
543,Ponta Do Sol,32.6667,-17.1,53.01,75,100,24.0,PT,2021-01-08 00:44:44
544,Buraydah,26.326,43.975,53.6,100,75,9.22,SA,2021-01-08 00:44:09
545,Inhambane,-23.865,35.3833,75.22,89,26,7.52,MZ,2021-01-08 00:44:45
546,Ixtapa,20.7,-105.2,72.0,83,90,8.05,MX,2021-01-08 00:43:34
547,Calabozo,8.9242,-67.4293,79.23,73,90,5.35,VE,2021-01-08 00:44:45
548,Omboue,-1.5746,9.2618,74.53,93,100,6.35,GA,2021-01-08 00:44:45
549,San Rafael,-34.6177,-68.3301,70.48,51,89,11.92,AR,2021-01-08 00:42:54
550,Saint-Louis,16.3333,-15.0,78.8,53,0,2.3,SN,2021-01-08 00:44:46
551,Komsomolskoye,55.2567,47.5461,17.44,97,94,7.96,RU,2021-01-08 00:44:46
552,Elko,41.0002,-115.5012,27.0,64,100,1.99,US,2021-01-08 00:44:46
553,Lensk,60.7253,114.9278,2.23,90,100,15.12,RU,2021-01-08 00:44:47
554,Krasnoselkup,65.7,82.4667,-12.57,84,0,17.29,RU,2021-01-08 00:44:47
555,Beyneu,45.3167,55.2,24.85,72,100,22.7,KZ,2021-01-08 00:44:47
556,Nelson Bay,-32.7167,152.15,75.2,50,75,17.27,AU,2021-01-08 00:44:47
557,Kentau,43.5206,68.5094,11.05,82,0,2.98,KZ,2021-01-08 00:44:47
558,Neyshabur,36.2133,58.7958,28.31,66,0,0.51,IR,2021-01-08 00:40:29
559,Maceio,-9.6658,-35.7353,75.2,88,0,3.44,BR,2021-01-08 00:44:48
560,Jardim,-21.4803,-56.1381,73.13,95,4,2.15,BR,2021-01-08 00:44:48
561,Novobirilyussy,56.9514,90.6661,-18.17,79,67,2.1,RU,2021-01-08 00:44:48
562,Mineiros,-17.5694,-52.5511,69.67,89,99,3.65,BR,2021-01-08 00:44:48
563,Ngozi,-2.9075,29.8306,55.99,99,14,2.01,BI,2021-01-08 00:44:49
564,Eldorado,-23.7869,-54.2836,71.19,96,95,1.61,BR,2021-01-08 00:44:49
565,Kavieng,-2.5744,150.7967,83.57,78,100,16.33,PG,2021-01-08 00:44:49
566,Cobija,-11.0267,-68.7692,70.81,96,100,1.39,BO,2021-01-08 00:44:49
567,La Ronge,55.1001,-105.2842,30.2,64,60,4.61,CA,2021-01-08 00:44:50
568,Dingli,35.8614,14.3822,64.99,72,0,16.11,MT,2021-01-08 00:44:50
